content,sentiment
kyles going out of town this weekend  play time wif my fwiends rawrrr,3
i finished all my work,2
really wants to go see the script in ny in august but no one will go with me,0
facepanda is cool,2
denvy oh whoops my bad,1
its too hot thermometer showing 25c at the moment,1
mummyofmany jesus heals,2
sydenifbabei best two seconds of the movie,2
shaniqua feels furious,3
hey robluketic its back    robluketic live gt ,2
walksthesehills i will push it into the sea for you,3
writing report cards  soooo tired but what an amazing day check it out on fb soon,2
andyclemmensen have you seen the game on the website awesomness go on msn,2
karagabriel u are one feisty angry little asian tonight arent you    rawrrrr,3
latoya found herself in an irritating situation,3
its natsmith88 last friday today,0
gk2007 yu th trang ny xem   recommended by ,0
words cant even describe how i feel right no cmonguys,3
brb smashing my tv to pieces ,3
on the phone with the bank,0
i remember when vanessa first stepped on to the scene she would give it up to the paps  now shes 2 famous i guess use us abuse us,3
i got a raise and praise great way to start monday off,2
tia made me feel annoyed,3
i waited listening to wind blowing through the tumbleweed are none of you old enough to know what to do when someone says quotcrackerackquot,0
and this stupid wireless wont work downstairs,3
littlefletcher happy juddday carrie,2
very lonely here in gosforth gallery  but excited for meal at six followed by antony and the johnsons tonight woohoo,2
i made andrew feel angry,3
 wen u hear ur frends girl is a dik an shes starting 2 piss u rite of,3
diamonds are a fucking terrible thing and they arent valuable fuck  ,3
with all the talk of revolutions lately maybe we can start with some evolution first too high of a concept    ,3
okay i feel really sick now,1
carothenyx aww im sorry im home now hope your ok  i love ya wifey lt3 xx,1
exhausted sore and sunburnt but im really happy,2
im really really excited  try this out guys,2
my wife feels angry,3
deckent  there wasnt enough room for me,0
for mizhalle   ,2
im moving to canada,0
eplisa diapers  feeding  cooking  i dont do any of that stuff  hahaha yeah right  sounds like a normal day for me,2
cake is sold out at terminal 5,0
nicholasxjonas  you disappointed me,1
beyonce helps me through the day im starting to get sick,1
dont get the impression that you arouse my anger you see one can only be angry with those he respects richard m nixon ,3
had the hottest and stressiest day at work  f the area manager so happy to be going home,3
justin made me feel annoyed,3
mitchelmusso   haha wish i could call but i cant talk cause im sick and i lost my voice,0
these mother fucking shit ass computers are pissing me offfff ,3
my mom feels irritated,3
ah bank holiday morningreading elle in bed and getting excited for a roast dinner in sheering later,2
good 1km visible shot of td one shows total decoupling of the low and mid level centersthis system is dead waiting for the next one,3
when your so called friend becomes a stranger as soon as shes got a boyfriend hahahaha youll soon realise how silly youve been ,3
hurray quotsummertimequot starts today meaning i only have to work until 4 pm instead of 430 until august yay,2
went to the athletics carnival today tired very tired i hurt my back when i jumped for the second time on the high jump,1
dear   stop messing up my delicious french recipes or stop putting the word french xxx as a title ,3
home finally hungry needs food mad cause i might not get pizza today  hanging out with brandon its raining ugh,3
oh how i hate the feeling of putting on a school uniform after a long break ,3
drove a mazda rx8 today and boy that car is fun sadly though i dont find my car that much fun any more,1
my god i been trying to open this bag of take out for like 10 min i just stabbed the bag with my fork problemsolved,3
this girl feels irritated,3
geraldd i cant view anything gerald not only am i banned i cant even read the damn place,3
had the best weekend ever  xxxxxxxxxxxxxxxxxxxxxx,2
another day gone by  have to wake up early again tomorrow,3
rawr333 yeah    i couldnt call my dad mom or brother either  mom  on the phone  dad  phone card expired  brother  at work,1
anobel          ,0
carsxcollide no i fell and effed my arm up today and now i have to do back drive,1
jferlee i didnt see it last night  oh well but i have to watch it in theaters thats a must,1
busy day no time to tweet  bmore whats happening this weekend,1
famousrejects omg u nasty,0
pauloone yes it went down smooth too bad i have to get back to work though  how are you enjoying your friday,1
dtothealex really im an alumnus and i dont know myself and we didnt have macs yet when i was there,1
when will rebecca black learn that she cannot sing and should therefore desist from releasing records severelackoftalent,3
forelesning om hippier er aggresivt kjedelig fr lyst til  rive hodet av en bjrn ,3
blitzio pic as promised  ,0
gonna nap n chill then probably go to the movie later ugh i have a headache this sux ass cloudy day too,0
sophiaf3f3 word im always up,0
netmogul actually i play keyboards for pohaku lol we played a 12st bday earlier and now im spinning at the shack,2
julesfm i know  but there are loads of others left,0
gorgeousapg hahahaha nahh sowwieee  i had to git a shirt to match dez sneakerz nd idk if they da same color aghhh o lol,3
rain drops keep falling on my head,1
yagelski thanks for the tip on otherinbox  it wont work with outlook for me,0
picture day for 3 yo preschooler light blue striped utton down and kahkis  wonder what color they will be when i pick him up in 3 hours,0
this has really just been a terrible week  i just want to crawl in a hole and never come out  hateeverything,3
watching these white people play with ,3
we all dill with itbut dont know how ta handle it,3
davidarchie so what cereal do you usually like,0
justin made me feel furious,3
watchin family guy,2
whiteangle we held out japanese people were making origami animals for darcy   had a great time amazing place,2
ok we found our way now i think  tonight lets just let go its dance time,2
epic ocd moment i deleted my sims file that i spent hours building just because i set his favorite food wrong,1
she made me feel enraged,3
apstylebook i know but i need some things in my life to be constant,1
hildy77 yikes that sucks about the tv hopefully some animals in the wilderness between harstad and oslo are enjoying it,0
found a swing set for sale 2 blocks from home super cheap i want it 4 my kids but no one is answering the phone  listed,1
darrynstorm hey heyim only finishing on the 10th of june,2
theexplodingboi white wine reminds me of vinegar,2
good morning world,2
projectcloud pinched nerve,0
sadness  the top horde guild that i liked disbanded,1
lbigs sooo i saw robs car drive by but that was about it,0
jonathanrknight so great to hear from u again today u r the best cannot wait to see u on the cruise lt3 cindy with the sign,2
i made stephanie feel annoyed,3
